rank,company,city,state,industry,employees,score,tier,aide_target,angle,intent_topics,description,acct_num,score_intent,score_industry,score_ai,score_emp,score_acct
441,Central States Enterprises Co,Lake Mary,Florida,Retail,114,9,C-Tier,YES,Default,,"Our business philosophy, is grounded in flexibility, innovation, cooperation, partnering, and service. Though we may have our share of capital assets we see ourselves as a service based business. At Central States Enterprises we understand that our success is based on our customers success and on their growing confidence in us.",22612876,0,0,2,2,5
442,Family Development Services Inc.,Indianapolis,Indiana,Consumer Services,380,9,C-Tier,YES,Default,,"Family Development Services (FDS) is a premier provider of Head Start programs that enhances the lives of vulnerable children and their families through early childhood education and comprehensive family-focused services. Serving over 2,500 children and infants annually from ten centers in Indianapolis and Noblesville, FDS provides a nurturing environment with curriculum-based education, healthy meals, and emotional support. They aim to equip parents with resources and advocacy to help children realize their potential. FDS fosters community partnerships to further support families and enhance educational opportunities.",1133110261,0,0,2,2,5
443,Illinois Brick,Palos Hills,Illinois,Retail,299,9,C-Tier,YES,Default,,"Brickworks Supply is a leading supplier of masonry and hardscape products, offering a wide range of items including brick, stone, pavers, and outdoor living products. Their services cater to both commercial and residential clients, including contractors, architects, and homeowners, ensuring that all project needs are met efficiently. The company provides a one-stop-shop experience for masonry and hardscape supplies, along with tools and resources for project inspiration. With multiple locations across the nation, Brickworks Supply is dedicated to delivering high-quality products and exceptional customer service.",28148524,0,0,2,2,5
444,Logan Community Resources Inc.,South Bend,Indiana,Organizations,415,9,C-Tier,YES,Default,,"The LOGAN Center supports people with intellectual and developmental disabilities in Indiana and Michigan so they, and their families, may achieve their desired quality of life. Its services allow children to transition from special needs classrooms to mainstream general education classrooms.",57641102,0,0,2,2,5
445,Museum of Science & Industry,Chicago,Illinois,Hospitality,199,9,C-Tier,YES,AI Infrastructure,,"The Griffin Museum of Science and Industry is the largest science center in the Western Hemisphere, providing unique experiences aimed at inspiring scientific inquiry and creativity since 1933. It offers a variety of exhibits, immersive films, and educational programs designed to engage visitors of all ages. Targeting families, school groups, and educators, the museum emphasizes the importance of science education and innovation. With a digital collection of over 1,000 artifacts and ongoing events, it serves as a hub for scientific exploration and learning.",1143485228,0,0,2,2,5
446,National Lift Truck Inc.,Hazel Crest,Illinois,Transportation,143,9,C-Tier,YES,Default,,"For over six decades, Customer Service Excellence has been our mission. Weve developed a customer service oriented team to help facilitate your needs. Whether you have an immediate problem or a forward-looking project to plan, well work hard to earn and retain your business for years to come. Solutions based mentality: for every challenge you identify, well provide a solution. Were committed to developing long-term relationships built on honesty and respect. I would like you to all know that Gasper Raimondi did an outstanding job for one of my customers. Derek Eller couldnt say enough about this driver. Also, they are pleased to know that National Lift truck has been moving snow equipment for them. Jim Oshea will be moving equipment for this customer as well. Thank you for all your help. It is with great pleasure to work with your drivers. I received your gift yesterday and just wanted to say thanks. While the gift was very thoughtful and appreciated, I can't personally accept gifts with any monetary value. Not to worry though as it will be shared with the staff here and used as part of our holiday celebration. Thank you also for the great service you provide and for taking good care of our equipment and our store personnel. Happy holidays to every body at NLT. We just completed a very difficult task on having you deliver a lift on one of the fabulous streets of Chicago. A little difficult having a delivery made from a long flatbed trailer around multiple One Way streets, however, your driver was very patient and made it work out. I want to thank you for the wonderful service that you provide for our Company. Ralph ""Tiger"" MazonTHE HILL GROUP, Thank you from Harry for all the help you guys have done for us. Your guys are very professional & that makes us look good in our clients eyes for being affiliated with such a great company. Also you guys are always getting me out of jams in trucking. You also have a great weekend. Debi Van AntwerpCommunity Consolidated School District #62, Just a couple of things, just ...",26689668,0,0,2,2,5
447,National Marine Manufacturers Association,Washington,District of Columbia,Organizations,125,9,C-Tier,,Default,Compliance,"The National Marine Manufacturers Association (NMMA) is the nations leading trade association representing boat, marine engine and accessory manufacturers. Collectively, NMMA members manufacture a marine products used in North America. NMMA is a unifying force and powerful voice for the recreational boating industry, working to strengthen and grow boating and protect the interests of its member companies.",26706054,2,0,0,2,5
448,Skipper Buds of Illinois Inc.,Winthrop Harbor,Illinois,Retail,243,9,C-Tier,YES,Default,,"Established in 1959 and headquartered in Winthrop Harbor, Illinois, SkipperBud's sells both new and pre-owned boats and yachts as well as providing services such as rentals, servicing, parts, boat transportation, and more.",103776531,0,0,2,2,5
449,Skipper Marine Corp.,Winthrop Harbor,Illinois,Retail,243,9,C-Tier,YES,Default,,"Established in 1959 and headquartered in Winthrop Harbor, Illinois, SkipperBud's sells both new and pre-owned boats and yachts as well as providing services such as rentals, servicing, parts, boat transportation, and more.",103776531,0,0,2,2,5
450,Southlake/Tri-City Management Corp.,Merrillville,Indiana,Organizations,282,9,C-Tier,YES,Default,,"Geminus provides social services to children and families in Indiana, focusing on early childhood education, family services, and preventative programs. The organization partners with community-based health care providers and social service organizations to ensure access to high-quality and affordable programs that promote whole-person care. Geminus aims to build resilient communities by addressing the needs of families and offering support through various family service programs. Additionally, they focus on mental health promotion and substance misuse prevention through evidence-based strategies and community coalitions.",15745748,0,0,2,2,5
